clean,hazy
clear/11.png,hazy/11_3_0.92194.png
clear/11.png,hazy/11_4_0.74311.png
clear/11.png,hazy/11_5_0.79673.png
clear/11.png,hazy/11_6_0.96418.png
clear/11.png,hazy/11_7_0.84123.png
clear/11.png,hazy/11_8_0.78847.png
clear/11.png,hazy/11_9_0.97192.png
clear/11.png,hazy/11_10_0.91544.png
clear/12.png,hazy/12_1_0.87998.png
clear/12.png,hazy/12_2_0.8134.png
clear/12.png,hazy/12_3_0.72212.png
clear/12.png,hazy/12_4_0.79389.png
clear/12.png,hazy/12_5_0.76092.png
clear/12.png,hazy/12_6_0.94954.png
clear/12.png,hazy/12_7_0.98478.png
clear/12.png,hazy/12_8_0.86345.png
clear/12.png,hazy/12_9_0.80197.png
clear/12.png,hazy/12_10_0.82197.png
clear/13.png,hazy/13_1_0.93828.png
clear/13.png,hazy/13_2_0.84997.png
clear/13.png,hazy/13_3_0.86817.png
clear/13.png,hazy/13_4_0.89623.png
clear/13.png,hazy/13_5_0.94584.png
clear/13.png,hazy/13_6_0.87098.png
clear/13.png,hazy/13_7_0.94276.png
clear/13.png,hazy/13_8_0.92542.png
clear/13.png,hazy/13_9_0.99453.png
clear/13.png,hazy/13_10_0.95307.png
clear/14.png,hazy/14_1_0.85174.png
clear/14.png,hazy/14_2_0.78966.png
clear/14.png,hazy/14_3_0.99196.png
clear/14.png,hazy/14_4_0.89491.png
clear/14.png,hazy/14_5_0.75793.png
clear/14.png,hazy/14_6_0.77524.png
clear/14.png,hazy/14_7_0.94412.png
clear/14.png,hazy/14_8_0.929.png
clear/14.png,hazy/14_9_0.72757.png
clear/14.png,hazy/14_10_0.76284.png
clear/15.png,hazy/15_1_0.77691.png
clear/15.png,hazy/15_2_0.71235.png
clear/15.png,hazy/15_3_0.91494.png
clear/15.png,hazy/15_4_0.82487.png
clear/15.png,hazy/15_5_0.82966.png
clear/15.png,hazy/15_6_0.8676.png
clear/15.png,hazy/15_7_0.77734.png
clear/15.png,hazy/15_8_0.90721.png
clear/15.png,hazy/15_9_0.73458.png
clear/15.png,hazy/15_10_0.84147.png
clear/16.png,hazy/16_1_0.80332.png
clear/16.png,hazy/16_2_0.72134.png
clear/16.png,hazy/16_3_0.74902.png
clear/16.png,hazy/16_4_0.81224.png
clear/16.png,hazy/16_5_0.74733.png
clear/16.png,hazy/16_6_0.88475.png
clear/16.png,hazy/16_7_0.74315.png
clear/16.png,hazy/16_8_0.91936.png
clear/16.png,hazy/16_9_0.77576.png
clear/16.png,hazy/16_10_0.90567.png
clear/18.png,hazy/18_1_0.85656.png
clear/18.png,hazy/18_2_0.99628.png
clear/18.png,hazy/18_3_0.87321.png
clear/18.png,hazy/18_4_0.93964.png
clear/18.png,hazy/18_5_0.79271.png
clear/18.png,hazy/18_6_0.9566.png
clear/18.png,hazy/18_7_0.75861.png
clear/18.png,hazy/18_8_0.73009.png
clear/18.png,hazy/18_9_0.7127.png
clear/18.png,hazy/18_10_0.77816.png
clear/19.png,hazy/19_1_0.88289.png
clear/19.png,hazy/19_2_0.72057.png
clear/19.png,hazy/19_3_0.9039.png
clear/19.png,hazy/19_4_0.87056.png
clear/19.png,hazy/19_5_0.81595.png
clear/19.png,hazy/19_6_0.80981.png
clear/19.png,hazy/19_7_0.75533.png
clear/19.png,hazy/19_8_0.94459.png
clear/19.png,hazy/19_9_0.80586.png
clear/19.png,hazy/19_10_0.73043.png
clear/20.png,hazy/20_1_0.88708.png
clear/20.png,hazy/20_2_0.72636.png
clear/20.png,hazy/20_3_0.72524.png
clear/20.png,hazy/20_4_0.74705.png
clear/20.png,hazy/20_5_0.94053.png
clear/20.png,hazy/20_6_0.96268.png
clear/20.png,hazy/20_7_0.83682.png
clear/20.png,hazy/20_8_0.74496.png
clear/20.png,hazy/20_9_0.84756.png
clear/20.png,hazy/20_10_0.71636.png
clear/21.png,hazy/21_1_0.96333.png
clear/21.png,hazy/21_2_0.98829.png
clear/21.png,hazy/21_3_0.97385.png
clear/21.png,hazy/21_4_0.91675.png
clear/21.png,hazy/21_5_0.93569.png
clear/21.png,hazy/21_6_0.93729.png
clear/21.png,hazy/21_7_0.79427.png
clear/21.png,hazy/21_8_0.92251.png
clear/21.png,hazy/21_9_0.90941.png
clear/21.png,hazy/21_10_0.92987.png
clear/22.png,hazy/22_1_0.8617.png
clear/22.png,hazy/22_2_0.94009.png
clear/22.png,hazy/22_3_0.71771.png
clear/22.png,hazy/22_4_0.85859.png
clear/22.png,hazy/22_5_0.87256.png
clear/22.png,hazy/22_6_0.74657.png
clear/22.png,hazy/22_7_0.74404.png
clear/22.png,hazy/22_8_0.7882.png
clear/22.png,hazy/22_9_0.98142.png
clear/22.png,hazy/22_10_0.83841.png
clear/23.png,hazy/23_1_0.82006.png
clear/23.png,hazy/23_2_0.88363.png
clear/23.png,hazy/23_3_0.86914.png
clear/23.png,hazy/23_4_0.81765.png
clear/23.png,hazy/23_5_0.7406.png
clear/23.png,hazy/23_6_0.73831.png
clear/23.png,hazy/23_7_0.76763.png
clear/23.png,hazy/23_8_0.96293.png
clear/23.png,hazy/23_9_0.81117.png
clear/23.png,hazy/23_10_0.85003.png
clear/25.png,hazy/25_1_0.97378.png
clear/25.png,hazy/25_2_0.70681.png
clear/25.png,hazy/25_3_0.87171.png
clear/25.png,hazy/25_4_0.96539.png
clear/25.png,hazy/25_5_0.75328.png
clear/25.png,hazy/25_6_0.88678.png
clear/25.png,hazy/25_7_0.84799.png
clear/25.png,hazy/25_8_0.71025.png
clear/25.png,hazy/25_9_0.70075.png
clear/25.png,hazy/25_10_0.88402.png
clear/26.png,hazy/26_1_0.98121.png
clear/26.png,hazy/26_2_0.75451.png
clear/26.png,hazy/26_3_0.76694.png
clear/26.png,hazy/26_4_0.79243.png
clear/26.png,hazy/26_5_0.74288.png
clear/26.png,hazy/26_6_0.98218.png
clear/26.png,hazy/26_7_0.83301.png
clear/26.png,hazy/26_8_0.79668.png
clear/26.png,hazy/26_9_0.74376.png
clear/26.png,hazy/26_10_0.87655.png
clear/28.png,hazy/28_1_0.776.png
clear/28.png,hazy/28_2_0.78178.png
clear/28.png,hazy/28_3_0.99421.png
clear/28.png,hazy/28_4_0.71841.png
clear/28.png,hazy/28_5_0.72099.png
clear/28.png,hazy/28_6_0.88742.png
clear/28.png,hazy/28_7_0.93422.png
clear/28.png,hazy/28_8_0.90583.png
clear/28.png,hazy/28_9_0.74551.png
clear/28.png,hazy/28_10_0.7355.png
clear/29.png,hazy/29_1_0.87365.png
clear/29.png,hazy/29_2_0.96815.png
clear/29.png,hazy/29_3_0.72318.png
clear/29.png,hazy/29_4_0.76249.png
clear/29.png,hazy/29_5_0.71201.png
clear/29.png,hazy/29_6_0.76452.png
clear/29.png,hazy/29_7_0.71849.png
clear/29.png,hazy/29_8_0.92203.png
clear/29.png,hazy/29_9_0.85352.png
clear/29.png,hazy/29_10_0.77811.png
clear/30.png,hazy/30_1_0.79028.png
clear/30.png,hazy/30_2_0.80422.png
clear/30.png,hazy/30_3_0.72667.png
clear/30.png,hazy/30_4_0.85426.png
clear/30.png,hazy/30_5_0.91534.png
clear/30.png,hazy/30_6_0.87293.png
clear/30.png,hazy/30_7_0.71135.png
clear/30.png,hazy/30_8_0.82444.png
clear/30.png,hazy/30_9_0.89293.png
clear/30.png,hazy/30_10_0.81395.png
clear/31.png,hazy/31_1_0.72253.png
clear/31.png,hazy/31_2_0.8806.png
clear/31.png,hazy/31_3_0.99283.png
clear/31.png,hazy/31_4_0.79792.png
clear/31.png,hazy/31_5_0.91026.png
clear/31.png,hazy/31_6_0.97008.png
clear/31.png,hazy/31_7_0.71136.png
clear/31.png,hazy/31_8_0.79724.png
clear/31.png,hazy/31_9_0.96879.png
clear/31.png,hazy/31_10_0.85768.png
clear/32.png,hazy/32_1_0.77433.png
clear/32.png,hazy/32_2_0.87945.png
clear/32.png,hazy/32_3_0.88045.png
clear/32.png,hazy/32_4_0.797.png
clear/32.png,hazy/32_5_0.87913.png
clear/32.png,hazy/32_6_0.94501.png
clear/32.png,hazy/32_7_0.75174.png
clear/32.png,hazy/32_8_0.79349.png
clear/32.png,hazy/32_9_0.74132.png
clear/32.png,hazy/32_10_0.80824.png
clear/33.png,hazy/33_1_0.80333.png
clear/33.png,hazy/33_2_0.79538.png
clear/33.png,hazy/33_3_0.81509.png
clear/33.png,hazy/33_4_0.84297.png
clear/33.png,hazy/33_5_0.80096.png
clear/33.png,hazy/33_6_0.81503.png
clear/33.png,hazy/33_7_0.87482.png
clear/33.png,hazy/33_8_0.86036.png
clear/33.png,hazy/33_9_0.97732.png
clear/33.png,hazy/33_10_0.96497.png
clear/34.png,hazy/34_1_0.87533.png
clear/34.png,hazy/34_2_0.92163.png
clear/34.png,hazy/34_3_0.74025.png
clear/34.png,hazy/34_4_0.77121.png
clear/34.png,hazy/34_5_0.82948.png
clear/34.png,hazy/34_6_0.96628.png
clear/34.png,hazy/34_7_0.92592.png
clear/34.png,hazy/34_8_0.85299.png
clear/34.png,hazy/34_9_0.9437.png
clear/34.png,hazy/34_10_0.78575.png
clear/35.png,hazy/35_1_0.83334.png
clear/35.png,hazy/35_2_0.81642.png
clear/35.png,hazy/35_3_0.89239.png
clear/35.png,hazy/35_4_0.72528.png
clear/35.png,hazy/35_5_0.97793.png
clear/35.png,hazy/35_6_0.88535.png
clear/35.png,hazy/35_7_0.94505.png
clear/35.png,hazy/35_8_0.9959.png
clear/35.png,hazy/35_9_0.75976.png
clear/35.png,hazy/35_10_0.73792.png
clear/36.png,hazy/36_1_0.98878.png
clear/36.png,hazy/36_2_0.93032.png
clear/36.png,hazy/36_3_0.71653.png
clear/36.png,hazy/36_4_0.84248.png
clear/36.png,hazy/36_5_0.97714.png
clear/36.png,hazy/36_6_0.74616.png
clear/36.png,hazy/36_7_0.77063.png
clear/36.png,hazy/36_8_0.71703.png
clear/36.png,hazy/36_9_0.81205.png
clear/36.png,hazy/36_10_0.79191.png
clear/37.png,hazy/37_1_0.76463.png
clear/37.png,hazy/37_2_0.89189.png
clear/37.png,hazy/37_3_0.7947.png
clear/37.png,hazy/37_4_0.85181.png
clear/37.png,hazy/37_5_0.92192.png
clear/37.png,hazy/37_6_0.70186.png
clear/37.png,hazy/37_7_0.97506.png
clear/37.png,hazy/37_8_0.80619.png
clear/37.png,hazy/37_9_0.75857.png
clear/37.png,hazy/37_10_0.78578.png
clear/38.png,hazy/38_1_0.73732.png
clear/38.png,hazy/38_2_0.85695.png
clear/38.png,hazy/38_3_0.87488.png
clear/38.png,hazy/38_4_0.94953.png
clear/38.png,hazy/38_5_0.77836.png
clear/38.png,hazy/38_6_0.81044.png
clear/38.png,hazy/38_7_0.79956.png
clear/38.png,hazy/38_8_0.79004.png
clear/38.png,hazy/38_9_0.92543.png
clear/38.png,hazy/38_10_0.92003.png
clear/40.png,hazy/40_1_0.86762.png
clear/40.png,hazy/40_2_0.92211.png
clear/40.png,hazy/40_3_0.95536.png
clear/40.png,hazy/40_4_0.72085.png
clear/40.png,hazy/40_5_0.86583.png
clear/40.png,hazy/40_6_0.79756.png
clear/40.png,hazy/40_7_0.79065.png
clear/40.png,hazy/40_8_0.74532.png
clear/40.png,hazy/40_9_0.75425.png
clear/40.png,hazy/40_10_0.80143.png
clear/41.png,hazy/41_1_0.97099.png
clear/41.png,hazy/41_2_0.82865.png
clear/41.png,hazy/41_3_0.81314.png
clear/41.png,hazy/41_4_0.7863.png
clear/41.png,hazy/41_5_0.8535.png
clear/41.png,hazy/41_6_0.7949.png
clear/41.png,hazy/41_7_0.96009.png
clear/41.png,hazy/41_8_0.74363.png
clear/41.png,hazy/41_9_0.75813.png
clear/41.png,hazy/41_10_0.99408.png
clear/42.png,hazy/42_1_0.77868.png
clear/42.png,hazy/42_2_0.70147.png
clear/42.png,hazy/42_3_0.86574.png
clear/42.png,hazy/42_4_0.77845.png
clear/42.png,hazy/42_5_0.71584.png
clear/42.png,hazy/42_6_0.91804.png
clear/42.png,hazy/42_7_0.87194.png
clear/42.png,hazy/42_8_0.81053.png
clear/42.png,hazy/42_9_0.95652.png
clear/42.png,hazy/42_10_0.89354.png
clear/43.png,hazy/43_1_0.79813.png
clear/43.png,hazy/43_2_0.87413.png
clear/43.png,hazy/43_3_0.7623.png
clear/43.png,hazy/43_4_0.84091.png
clear/43.png,hazy/43_5_0.81528.png
clear/43.png,hazy/43_6_0.85564.png
clear/43.png,hazy/43_7_0.77763.png
clear/43.png,hazy/43_8_0.97823.png
clear/43.png,hazy/43_9_0.72219.png
clear/43.png,hazy/43_10_0.86292.png
clear/44.png,hazy/44_1_0.78534.png
clear/44.png,hazy/44_2_0.80364.png
clear/44.png,hazy/44_3_0.72232.png
clear/44.png,hazy/44_4_0.9073.png
clear/44.png,hazy/44_5_0.87083.png
clear/44.png,hazy/44_6_0.70534.png
clear/44.png,hazy/44_7_0.8664.png
clear/44.png,hazy/44_8_0.80231.png
clear/44.png,hazy/44_9_0.7432.png
clear/44.png,hazy/44_10_0.87422.png
clear/45.png,hazy/45_1_0.87991.png
clear/45.png,hazy/45_2_0.94467.png
clear/45.png,hazy/45_3_0.9644.png
clear/45.png,hazy/45_4_0.94529.png
clear/45.png,hazy/45_5_0.7922.png
clear/45.png,hazy/45_6_0.77473.png
clear/45.png,hazy/45_7_0.77544.png
clear/45.png,hazy/45_8_0.89596.png
clear/45.png,hazy/45_9_0.99389.png
clear/45.png,hazy/45_10_0.71217.png
clear/46.png,hazy/46_1_0.79646.png
clear/46.png,hazy/46_2_0.77206.png
clear/46.png,hazy/46_3_0.88081.png
clear/46.png,hazy/46_4_0.96524.png
clear/46.png,hazy/46_5_0.90224.png
clear/46.png,hazy/46_6_0.95292.png
clear/46.png,hazy/46_7_0.8802.png
clear/46.png,hazy/46_8_0.90003.png
clear/46.png,hazy/46_9_0.7771.png
clear/46.png,hazy/46_10_0.84396.png
clear/47.png,hazy/47_1_0.72615.png
clear/47.png,hazy/47_2_0.75589.png
clear/47.png,hazy/47_3_0.79141.png
clear/47.png,hazy/47_4_0.96715.png
clear/47.png,hazy/47_5_0.8233.png
clear/47.png,hazy/47_6_0.9542.png
clear/47.png,hazy/47_7_0.71697.png
clear/47.png,hazy/47_8_0.72898.png
clear/47.png,hazy/47_9_0.71921.png
clear/47.png,hazy/47_10_0.96318.png
clear/48.png,hazy/48_1_0.89569.png
clear/48.png,hazy/48_2_0.71051.png
clear/48.png,hazy/48_3_0.86184.png
clear/48.png,hazy/48_4_0.82577.png
clear/48.png,hazy/48_5_0.9978.png
clear/48.png,hazy/48_6_0.96108.png
clear/48.png,hazy/48_7_0.76766.png
clear/48.png,hazy/48_8_0.70577.png
clear/48.png,hazy/48_9_0.85703.png
clear/48.png,hazy/48_10_0.85943.png
clear/49.png,hazy/49_1_0.79199.png
clear/49.png,hazy/49_2_0.75662.png
clear/49.png,hazy/49_3_0.96858.png
clear/49.png,hazy/49_4_0.77735.png
clear/49.png,hazy/49_5_0.80445.png
clear/49.png,hazy/49_6_0.87925.png
clear/49.png,hazy/49_7_0.98958.png
clear/49.png,hazy/49_8_0.87339.png
clear/49.png,hazy/49_9_0.89159.png
clear/49.png,hazy/49_10_0.80199.png
clear/50.png,hazy/50_1_0.91927.png
clear/50.png,hazy/50_2_0.82989.png
clear/50.png,hazy/50_3_0.97458.png
clear/50.png,hazy/50_4_0.70546.png
clear/50.png,hazy/50_5_0.89517.png
clear/50.png,hazy/50_6_0.92411.png
clear/50.png,hazy/50_7_0.76505.png
clear/50.png,hazy/50_8_0.7682.png
clear/50.png,hazy/50_9_0.75371.png
clear/50.png,hazy/50_10_0.99768.png
clear/51.png,hazy/51_1_0.98165.png
clear/51.png,hazy/51_2_0.78703.png
clear/51.png,hazy/51_3_0.94995.png
clear/51.png,hazy/51_4_0.89664.png
clear/51.png,hazy/51_5_0.73349.png
clear/51.png,hazy/51_6_0.93968.png
clear/51.png,hazy/51_7_0.85018.png
clear/51.png,hazy/51_8_0.82415.png
clear/51.png,hazy/51_9_0.78204.png
clear/51.png,hazy/51_10_0.77824.png
clear/53.png,hazy/53_1_0.99707.png
clear/53.png,hazy/53_2_0.83826.png
clear/53.png,hazy/53_3_0.79346.png
clear/53.png,hazy/53_4_0.93759.png
clear/53.png,hazy/53_5_0.92384.png
clear/53.png,hazy/53_6_0.88626.png
clear/53.png,hazy/53_7_0.97007.png
clear/53.png,hazy/53_8_0.78862.png
clear/53.png,hazy/53_9_0.93321.png
clear/53.png,hazy/53_10_0.97732.png
clear/55.png,hazy/55_1_0.82784.png
clear/55.png,hazy/55_2_0.97584.png
clear/55.png,hazy/55_3_0.82863.png
clear/55.png,hazy/55_4_0.76796.png
clear/55.png,hazy/55_5_0.83882.png
clear/55.png,hazy/55_6_0.92964.png
clear/55.png,hazy/55_7_0.89089.png
clear/55.png,hazy/55_8_0.70046.png
clear/55.png,hazy/55_9_0.90243.png
clear/55.png,hazy/55_10_0.8004.png
clear/56.png,hazy/56_1_0.8548.png
clear/56.png,hazy/56_2_0.79599.png
clear/56.png,hazy/56_3_0.86636.png
clear/56.png,hazy/56_4_0.90017.png
clear/56.png,hazy/56_5_0.91386.png
clear/56.png,hazy/56_6_0.97481.png
clear/56.png,hazy/56_7_0.78695.png
clear/56.png,hazy/56_8_0.93359.png
clear/56.png,hazy/56_9_0.9556.png
clear/56.png,hazy/56_10_0.76997.png
clear/57.png,hazy/57_1_0.74658.png
clear/57.png,hazy/57_2_0.9494.png
clear/57.png,hazy/57_3_0.82338.png
clear/57.png,hazy/57_4_0.72179.png
clear/57.png,hazy/57_5_0.78565.png
clear/57.png,hazy/57_6_0.95813.png
clear/57.png,hazy/57_7_0.89581.png
clear/57.png,hazy/57_8_0.80752.png
clear/57.png,hazy/57_9_0.90355.png
clear/57.png,hazy/57_10_0.70303.png
clear/58.png,hazy/58_1_0.85856.png
clear/58.png,hazy/58_2_0.77083.png
clear/58.png,hazy/58_3_0.86672.png
clear/58.png,hazy/58_4_0.84626.png
clear/58.png,hazy/58_5_0.93842.png
clear/58.png,hazy/58_6_0.78558.png
clear/58.png,hazy/58_7_0.96415.png
clear/58.png,hazy/58_8_0.70244.png
clear/58.png,hazy/58_9_0.8634.png
clear/58.png,hazy/58_10_0.77.png
clear/60.png,hazy/60_1_0.8005.png
clear/60.png,hazy/60_2_0.95264.png
clear/60.png,hazy/60_3_0.9299.png
clear/60.png,hazy/60_4_0.81666.png
clear/60.png,hazy/60_5_0.75557.png
clear/60.png,hazy/60_6_0.83683.png
clear/60.png,hazy/60_7_0.85961.png
clear/60.png,hazy/60_8_0.88776.png
clear/60.png,hazy/60_9_0.87889.png
clear/60.png,hazy/60_10_0.72042.png
clear/61.png,hazy/61_1_0.96343.png
clear/61.png,hazy/61_2_0.88097.png
clear/61.png,hazy/61_3_0.79727.png
clear/61.png,hazy/61_4_0.71014.png
clear/61.png,hazy/61_5_0.96833.png
clear/61.png,hazy/61_6_0.7395.png
clear/61.png,hazy/61_7_0.94286.png
clear/61.png,hazy/61_8_0.84228.png
clear/61.png,hazy/61_9_0.70373.png
clear/61.png,hazy/61_10_0.76385.png
clear/63.png,hazy/63_1_0.72029.png
clear/63.png,hazy/63_2_0.75191.png
clear/63.png,hazy/63_3_0.75592.png
clear/63.png,hazy/63_4_0.74661.png
clear/63.png,hazy/63_5_0.75418.png
clear/63.png,hazy/63_6_0.93037.png
clear/63.png,hazy/63_7_0.82613.png
clear/63.png,hazy/63_8_0.79117.png
clear/63.png,hazy/63_9_0.95318.png
clear/63.png,hazy/63_10_0.81377.png
clear/64.png,hazy/64_1_0.96203.png
clear/64.png,hazy/64_2_0.85631.png
clear/64.png,hazy/64_3_0.86124.png
clear/64.png,hazy/64_4_0.86564.png
clear/64.png,hazy/64_5_0.82366.png
clear/64.png,hazy/64_6_0.75384.png
clear/64.png,hazy/64_7_0.88126.png
clear/64.png,hazy/64_8_0.99511.png
clear/64.png,hazy/64_9_0.77939.png
clear/64.png,hazy/64_10_0.71081.png
clear/65.png,hazy/65_1_0.93683.png
clear/65.png,hazy/65_2_0.78038.png
clear/65.png,hazy/65_3_0.76157.png
clear/65.png,hazy/65_4_0.70709.png
clear/65.png,hazy/65_5_0.98967.png
clear/65.png,hazy/65_6_0.77176.png
clear/65.png,hazy/65_7_0.89555.png
clear/65.png,hazy/65_8_0.96351.png
clear/65.png,hazy/65_9_0.72084.png
clear/65.png,hazy/65_10_0.80536.png
clear/66.png,hazy/66_1_0.98652.png
clear/66.png,hazy/66_2_0.91012.png
clear/66.png,hazy/66_3_0.85307.png
clear/66.png,hazy/66_4_0.88053.png
clear/66.png,hazy/66_5_0.96832.png
clear/66.png,hazy/66_6_0.7564.png
clear/66.png,hazy/66_7_0.71937.png
clear/66.png,hazy/66_8_0.81507.png
clear/66.png,hazy/66_9_0.71096.png
clear/66.png,hazy/66_10_0.72372.png
clear/67.png,hazy/67_1_0.75462.png
clear/67.png,hazy/67_2_0.77061.png
clear/67.png,hazy/67_3_0.95226.png
clear/67.png,hazy/67_4_0.76262.png
clear/67.png,hazy/67_5_0.79026.png
clear/67.png,hazy/67_6_0.9685.png
clear/67.png,hazy/67_7_0.95082.png
clear/67.png,hazy/67_8_0.92022.png
clear/67.png,hazy/67_9_0.84122.png
clear/67.png,hazy/67_10_0.9267.png
clear/68.png,hazy/68_1_0.78244.png
clear/68.png,hazy/68_2_0.93221.png
clear/68.png,hazy/68_3_0.71437.png
clear/68.png,hazy/68_4_0.86472.png
clear/68.png,hazy/68_5_0.91189.png
clear/68.png,hazy/68_6_0.81796.png
clear/68.png,hazy/68_7_0.78692.png
clear/68.png,hazy/68_8_0.91466.png
clear/68.png,hazy/68_9_0.70768.png
clear/68.png,hazy/68_10_0.76599.png
clear/69.png,hazy/69_1_0.94163.png
clear/69.png,hazy/69_2_0.75854.png
clear/69.png,hazy/69_3_0.70779.png
clear/69.png,hazy/69_4_0.70764.png
clear/69.png,hazy/69_5_0.79818.png
clear/69.png,hazy/69_6_0.90678.png
clear/69.png,hazy/69_7_0.79653.png
clear/69.png,hazy/69_8_0.94865.png
clear/69.png,hazy/69_9_0.87894.png
clear/69.png,hazy/69_10_0.86131.png
clear/70.png,hazy/70_1_0.85255.png
clear/70.png,hazy/70_2_0.90716.png
clear/70.png,hazy/70_3_0.92036.png
clear/70.png,hazy/70_4_0.88777.png
clear/70.png,hazy/70_5_0.82835.png
clear/70.png,hazy/70_6_0.83421.png
clear/70.png,hazy/70_7_0.9591.png
clear/70.png,hazy/70_8_0.89923.png
clear/70.png,hazy/70_9_0.72568.png
clear/70.png,hazy/70_10_0.81999.png
clear/71.png,hazy/71_1_0.97155.png
clear/71.png,hazy/71_2_0.73946.png
clear/71.png,hazy/71_3_0.7009.png
clear/71.png,hazy/71_4_0.74.png
clear/71.png,hazy/71_5_0.88137.png
clear/71.png,hazy/71_6_0.95894.png
clear/71.png,hazy/71_7_0.88014.png
clear/71.png,hazy/71_8_0.74365.png
clear/71.png,hazy/71_9_0.9177.png
clear/71.png,hazy/71_10_0.80403.png
clear/72.png,hazy/72_1_0.825.png
clear/72.png,hazy/72_2_0.71705.png
clear/72.png,hazy/72_3_0.81352.png
clear/72.png,hazy/72_4_0.88745.png
clear/72.png,hazy/72_5_0.96999.png
clear/72.png,hazy/72_6_0.70739.png
clear/72.png,hazy/72_7_0.87328.png
clear/72.png,hazy/72_8_0.91737.png
clear/72.png,hazy/72_9_0.84857.png
clear/72.png,hazy/72_10_0.9456.png
clear/73.png,hazy/73_1_0.7972.png
clear/73.png,hazy/73_2_0.92698.png
clear/73.png,hazy/73_3_0.81942.png
clear/73.png,hazy/73_4_0.99483.png
clear/73.png,hazy/73_5_0.84208.png
clear/73.png,hazy/73_6_0.99142.png
clear/73.png,hazy/73_7_0.90026.png
clear/73.png,hazy/73_8_0.89023.png
clear/73.png,hazy/73_9_0.84851.png
clear/73.png,hazy/73_10_0.80664.png
clear/74.png,hazy/74_1_0.85035.png
clear/74.png,hazy/74_2_0.89678.png
clear/74.png,hazy/74_3_0.93757.png
clear/74.png,hazy/74_4_0.91827.png
clear/74.png,hazy/74_5_0.9496.png
clear/74.png,hazy/74_6_0.99481.png
